X,Y,speed,dir,AM_dir,QGIS_dir
736200.334853401,5194732.44735339,15.3,349,79,169
736601.394853401,5194732.44735339,14.4,346,76,166
714944.154853401,5195133.50735339,13.1,6,96,186
715345.214853401,5195133.50735339,13.9,7,97,187
715746.274853401,5195133.50735339,14.9,6,96,186
716147.334853401,5195133.50735339,15.2,5,95,185
716548.394853401,5195133.50735339,14.7,4,94,184
716949.454853401,5195133.50735339,13.4,2,92,182
717350.514853401,5195133.50735339,12.1,358,88,178
717751.574853401,5195133.50735339,11.2,355,85,175
718152.634853401,5195133.50735339,10.4,352,82,172
718553.694853401,5195133.50735339,10.4,350,80,170
718954.754853401,5195133.50735339,10.8,352,82,172
719355.814853401,5195133.50735339,11.1,355,85,175
719756.874853401,5195133.50735339,11.4,357,87,177
720157.934853401,5195133.50735339,11.8,358,88,178
720558.994853401,5195133.50735339,12.1,359,89,179
720960.054853401,5195133.50735339,11.9,360,90,180
721361.114853401,5195133.50735339,11.7,360,90,180
721762.174853401,5195133.50735339,11.7,360,90,180
722163.234853401,5195133.50735339,11.8,360,90,180
722564.294853401,5195133.50735339,11.8,360,90,180
722965.354853401,5195133.50735339,11.8,360,90,180
723366.414853401,5195133.50735339,11.8,360,90,180
723767.474853401,5195133.50735339,11.8,0,90,180
724168.534853401,5195133.50735339,11.8,0,90,180
724569.594853401,5195133.50735339,11.8,0,90,180
724970.654853401,5195133.50735339,11.8,0,90,180
725371.714853401,5195133.50735339,11.8,360,90,180
725772.774853401,5195133.50735339,11.7,360,90,180
726173.834853401,5195133.50735339,11.7,0,90,180
726574.894853401,5195133.50735339,11.7,360,90,180
726975.954853401,5195133.50735339,11.7,0,90,180
727377.014853401,5195133.50735339,11.6,0,90,180
727778.074853401,5195133.50735339,11.6,0,90,180
728179.134853401,5195133.50735339,11.5,0,90,180
728580.194853401,5195133.50735339,11.3,0,90,180
728981.254853401,5195133.50735339,11.2,1,91,181
729382.314853401,5195133.50735339,10.9,2,92,182
729783.374853401,5195133.50735339,10.6,3,93,183
730184.434853401,5195133.50735339,10.5,1,91,181
730585.494853401,5195133.50735339,10.7,355,85,175
730986.554853401,5195133.50735339,10.4,352,82,172
731387.614853401,5195133.50735339,9.5,2,92,182
731788.674853401,5195133.50735339,8.7,16,106,196
732189.734853401,5195133.50735339,8.1,22,112,202
732590.794853401,5195133.50735339,7.8,22,112,202
732991.854853401,5195133.50735339,7.8,19,109,199
733392.914853401,5195133.50735339,8.2,15,105,195
733793.974853401,5195133.50735339,9.3,8,98,188
734195.034853401,5195133.50735339,10.7,5,95,185
734596.094853401,5195133.50735339,11.1,3,93,183
734997.154853401,5195133.50735339,11.1,3,93,183
735398.214853401,5195133.50735339,10.9,353,83,173
735799.274853401,5195133.50735339,11.5,344,74,164
736200.334853401,5195133.50735339,11.8,344,74,164
736601.394853401,5195133.50735339,12.1,339,69,159
714944.154853401,5195534.56735339,13.6,17,107,197
715345.214853401,5195534.56735339,13.8,11,101,191
715746.274853401,5195534.56735339,13.8,6,96,186
716147.334853401,5195534.56735339,13.0,3,93,183
716548.394853401,5195534.56735339,11.9,357,87,177
716949.454853401,5195534.56735339,10.6,355,85,175
717350.514853401,5195534.56735339,9.7,354,84,174
717751.574853401,5195534.56735339,9.6,352,82,172
718152.634853401,5195534.56735339,10.0,351,81,171
718553.694853401,5195534.56735339,10.4,353,83,173
718954.754853401,5195534.56735339,10.9,355,85,175
719355.814853401,5195534.56735339,11.3,357,87,177
719756.874853401,5195534.56735339,11.6,358,88,178
720157.934853401,5195534.56735339,11.8,360,90,180
720558.994853401,5195534.56735339,11.8,359,89,179
720960.054853401,5195534.56735339,11.8,359,89,179
721361.114853401,5195534.56735339,11.8,359,89,179
721762.174853401,5195534.56735339,11.8,359,89,179
722163.234853401,5195534.56735339,11.7,360,90,180
722564.294853401,5195534.56735339,11.8,360,90,180
722965.354853401,5195534.56735339,11.8,360,90,180
723366.414853401,5195534.56735339,11.8,360,90,180
723767.474853401,5195534.56735339,11.8,360,90,180
724168.534853401,5195534.56735339,11.8,360,90,180
724569.594853401,5195534.56735339,11.7,0,90,180
724970.654853401,5195534.56735339,11.7,360,90,180
725371.714853401,5195534.56735339,11.7,360,90,180
725772.774853401,5195534.56735339,11.7,360,90,180
726173.834853401,5195534.56735339,11.7,360,90,180
726574.894853401,5195534.56735339,11.7,360,90,180
726975.954853401,5195534.56735339,11.6,360,90,180
727377.014853401,5195534.56735339,11.5,360,90,180
727778.074853401,5195534.56735339,11.4,360,90,180
728179.134853401,5195534.56735339,11.3,360,90,180
728580.194853401,5195534.56735339,11.2,360,90,180
728981.254853401,5195534.56735339,11.0,360,90,180
729382.314853401,5195534.56735339,10.7,0,90,180
729783.374853401,5195534.56735339,10.7,3,93,183
730184.434853401,5195534.56735339,11.3,4,94,184
730585.494853401,5195534.56735339,12.4,0,90,180
730986.554853401,5195534.56735339,13.3,356,86,176
731387.614853401,5195534.56735339,12.7,356,86,176
731788.674853401,5195534.56735339,11.1,5,95,185
732189.734853401,5195534.56735339,10.3,14,104,194
732590.794853401,5195534.56735339,9.8,16,106,196
732991.854853401,5195534.56735339,9.2,14,104,194
733392.914853401,5195534.56735339,8.6,16,106,196
733793.974853401,5195534.56735339,8.3,16,106,196
734195.034853401,5195534.56735339,7.9,12,102,192
734596.094853401,5195534.56735339,6.9,3,93,183
734997.154853401,5195534.56735339,6.9,3,93,183
735398.214853401,5195534.56735339,6.9,350,80,170
735799.274853401,5195534.56735339,8.2,343,73,163
736200.334853401,5195534.56735339,9.6,344,74,164
736601.394853401,5195534.56735339,11.0,340,70,160
714944.154853401,5195935.62735339,12.3,27,117,207
715345.214853401,5195935.62735339,11.6,16,106,196
715746.274853401,5195935.62735339,11.0,4,94,184
716147.334853401,5195935.62735339,10.1,358,88,178
716548.394853401,5195935.62735339,9.5,352,82,172
716949.454853401,5195935.62735339,9.5,352,82,172
717350.514853401,5195935.62735339,9.9,353,83,173
717751.574853401,5195935.62735339,10.1,354,84,174
718152.634853401,5195935.62735339,10.5,354,84,174
718553.694853401,5195935.62735339,11.2,356,86,176
718954.754853401,5195935.62735339,11.7,357,87,177
719355.814853401,5195935.62735339,11.8,358,88,178
719756.874853401,5195935.62735339,11.8,359,89,179
720157.934853401,5195935.62735339,11.5,359,89,179
720558.994853401,5195935.62735339,11.4,359,89,179
720960.054853401,5195935.62735339,11.5,359,89,179
721361.114853401,5195935.62735339,11.7,360,90,180
721762.174853401,5195935.62735339,11.7,360,90,180
722163.234853401,5195935.62735339,11.7,360,90,180
722564.294853401,5195935.62735339,11.7,360,90,180
722965.354853401,5195935.62735339,11.7,360,90,180
723366.414853401,5195935.62735339,11.7,360,90,180
723767.474853401,5195935.62735339,11.8,360,90,180
724168.534853401,5195935.62735339,11.8,360,90,180
724569.594853401,5195935.62735339,11.7,360,90,180
724970.654853401,5195935.62735339,11.7,360,90,180
725371.714853401,5195935.62735339,11.7,360,90,180
725772.774853401,5195935.62735339,11.6,360,90,180
726173.834853401,5195935.62735339,11.6,360,90,180
726574.894853401,5195935.62735339,11.6,360,90,180
726975.954853401,5195935.62735339,11.5,360,90,180
727377.014853401,5195935.62735339,11.5,359,89,179
727778.074853401,5195935.62735339,11.5,359,89,179
728179.134853401,5195935.62735339,11.5,359,89,179
728580.194853401,5195935.62735339,11.3,359,89,179
728981.254853401,5195935.62735339,11.0,358,88,178
729382.314853401,5195935.62735339,10.7,359,89,179
729783.374853401,5195935.62735339,10.7,4,94,184
730184.434853401,5195935.62735339,11.1,7,97,187
730585.494853401,5195935.62735339,12.0,7,97,187
730986.554853401,5195935.62735339,13.4,2,92,182
731387.614853401,5195935.62735339,14.1,355,85,175
731788.674853401,5195935.62735339,13.4,357,87,177
732189.734853401,5195935.62735339,12.0,6,96,186
732590.794853401,5195935.62735339,10.6,9,99,189
732991.854853401,5195935.62735339,9.7,10,100,190
733392.914853401,5195935.62735339,9.0,10,100,190
733793.974853401,5195935.62735339,8.0,12,102,192
734195.034853401,5195935.62735339,6.9,9,99,189
734596.094853401,5195935.62735339,6.4,359,89,179
734997.154853401,5195935.62735339,6.4,359,89,179
735398.214853401,5195935.62735339,6.6,353,83,173
735799.274853401,5195935.62735339,7.2,349,79,169
736200.334853401,5195935.62735339,8.2,349,79,169
736601.394853401,5195935.62735339,9.7,346,76,166
714944.154853401,5196336.68735339,11.8,24,114,204
715345.214853401,5196336.68735339,10.7,17,107,197
715746.274853401,5196336.68735339,9.5,3,93,183
716147.334853401,5196336.68735339,9.3,354,84,174
716548.394853401,5196336.68735339,9.6,353,83,173
716949.454853401,5196336.68735339,10.1,355,85,175
717350.514853401,5196336.68735339,10.6,355,85,175
717751.574853401,5196336.68735339,11.0,356,86,176
718152.634853401,5196336.68735339,11.5,358,88,178
718553.694853401,5196336.68735339,11.7,358,88,178
718954.754853401,5196336.68735339,11.7,358,88,178
719355.814853401,5196336.68735339,11.8,358,88,178
719756.874853401,5196336.68735339,11.8,359,89,179
720157.934853401,5196336.68735339,11.8,359,89,179
720558.994853401,5196336.68735339,11.8,359,89,179
720960.054853401,5196336.68735339,11.7,360,90,180
721361.114853401,5196336.68735339,11.7,360,90,180
721762.174853401,5196336.68735339,11.7,360,90,180
722163.234853401,5196336.68735339,11.7,360,90,180
722564.294853401,5196336.68735339,11.7,360,90,180
722965.354853401,5196336.68735339,11.7,0,90,180
723366.414853401,5196336.68735339,11.7,360,90,180
723767.474853401,5196336.68735339,11.7,360,90,180
724168.534853401,5196336.68735339,11.7,360,90,180
724569.594853401,5196336.68735339,11.7,360,90,180
724970.654853401,5196336.68735339,11.7,360,90,180
725371.714853401,5196336.68735339,11.6,360,90,180
725772.774853401,5196336.68735339,11.6,360,90,180
726173.834853401,5196336.68735339,11.5,360,90,180
726574.894853401,5196336.68735339,11.5,360,90,180
726975.954853401,5196336.68735339,11.5,360,90,180
727377.014853401,5196336.68735339,11.6,359,89,179
727778.074853401,5196336.68735339,11.6,359,89,179
728179.134853401,5196336.68735339,11.5,359,89,179
728580.194853401,5196336.68735339,11.3,358,88,178
728981.254853401,5196336.68735339,11.2,357,87,177
729382.314853401,5196336.68735339,11.3,359,89,179
729783.374853401,5196336.68735339,11.4,4,94,184
730184.434853401,5196336.68735339,11.7,8,98,188
730585.494853401,5196336.68735339,11.9,11,101,191
730986.554853401,5196336.68735339,12.3,10,100,190
731387.614853401,5196336.68735339,13.4,359,89,179
731788.674853401,5196336.68735339,13.8,352,82,172
732189.734853401,5196336.68735339,12.1,356,86,176
732590.794853401,5196336.68735339,10.5,5,95,185
732991.854853401,5196336.68735339,10.1,7,97,187
733392.914853401,5196336.68735339,9.7,5,95,185
733793.974853401,5196336.68735339,9.0,5,95,185
734195.034853401,5196336.68735339,8.5,3,93,183
734596.094853401,5196336.68735339,8.2,358,88,178
734997.154853401,5196336.68735339,8.2,358,88,178
735398.214853401,5196336.68735339,8.0,355,85,175
735799.274853401,5196336.68735339,8.0,354,84,174
736200.334853401,5196336.68735339,8.4,355,85,175
736601.394853401,5196336.68735339,9.6,357,87,177
714944.154853401,5196737.74735339,11.9,18,108,198
715345.214853401,5196737.74735339,11.0,11,101,191
715746.274853401,5196737.74735339,10.0,0,90,180
716147.334853401,5196737.74735339,10.0,356,86,176
716548.394853401,5196737.74735339,10.6,356,86,176
716949.454853401,5196737.74735339,10.9,357,87,177
717350.514853401,5196737.74735339,11.2,358,88,178
717751.574853401,5196737.74735339,11.6,358,88,178
718152.634853401,5196737.74735339,11.8,359,89,179
718553.694853401,5196737.74735339,11.7,358,88,178
718954.754853401,5196737.74735339,11.7,358,88,178
719355.814853401,5196737.74735339,11.7,359,89,179
719756.874853401,5196737.74735339,11.8,359,89,179
720157.934853401,5196737.74735339,11.9,359,89,179
720558.994853401,5196737.74735339,11.9,359,89,179
720960.054853401,5196737.74735339,11.8,360,90,180
721361.114853401,5196737.74735339,11.8,360,90,180
721762.174853401,5196737.74735339,11.8,360,90,180
722163.234853401,5196737.74735339,11.8,360,90,180
722564.294853401,5196737.74735339,11.8,360,90,180
722965.354853401,5196737.74735339,11.8,360,90,180
723366.414853401,5196737.74735339,11.7,360,90,180
723767.474853401,5196737.74735339,11.7,360,90,180
724168.534853401,5196737.74735339,11.7,360,90,180
724569.594853401,5196737.74735339,11.6,360,90,180
724970.654853401,5196737.74735339,11.6,360,90,180
725371.714853401,5196737.74735339,11.6,360,90,180
725772.774853401,5196737.74735339,11.7,360,90,180
726173.834853401,5196737.74735339,11.7,360,90,180
726574.894853401,5196737.74735339,11.7,360,90,180
726975.954853401,5196737.74735339,11.6,359,89,179
727377.014853401,5196737.74735339,11.6,359,89,179
727778.074853401,5196737.74735339,11.5,359,89,179
728179.134853401,5196737.74735339,11.3,358,88,178
728580.194853401,5196737.74735339,11.1,356,86,176
728981.254853401,5196737.74735339,11.1,357,87,177
729382.314853401,5196737.74735339,11.6,2,92,182
729783.374853401,5196737.74735339,12.1,5,95,185
730184.434853401,5196737.74735339,12.2,7,97,187
730585.494853401,5196737.74735339,11.5,9,99,189
730986.554853401,5196737.74735339,10.8,12,102,192
731387.614853401,5196737.74735339,10.5,7,97,187
731788.674853401,5196737.74735339,11.9,351,81,171
732189.734853401,5196737.74735339,12.4,348,78,168
732590.794853401,5196737.74735339,10.6,360,90,180
732991.854853401,5196737.74735339,9.5,6,96,186
733392.914853401,5196737.74735339,9.1,3,93,183
733793.974853401,5196737.74735339,8.9,2,92,182
734195.034853401,5196737.74735339,8.5,0,90,180
734596.094853401,5196737.74735339,8.3,357,87,177
734997.154853401,5196737.74735339,8.3,357,87,177
735398.214853401,5196737.74735339,8.1,354,84,174
735799.274853401,5196737.74735339,7.9,353,83,173
736200.334853401,5196737.74735339,7.9,358,88,178
736601.394853401,5196737.74735339,9.1,9,99,189
714944.154853401,5197138.80735339,12.0,15,105,195
715345.214853401,5197138.80735339,11.4,7,97,187
715746.274853401,5197138.80735339,10.9,358,88,178
716147.334853401,5197138.80735339,10.8,358,88,178
716548.394853401,5197138.80735339,10.9,359,89,179
716949.454853401,5197138.80735339,11.2,359,89,179
717350.514853401,5197138.80735339,11.4,359,89,179
717751.574853401,5197138.80735339,11.6,359,89,179
718152.634853401,5197138.80735339,11.6,359,89,179
718553.694853401,5197138.80735339,11.7,358,88,178
718954.754853401,5197138.80735339,11.9,358,88,178
719355.814853401,5197138.80735339,11.9,359,89,179
719756.874853401,5197138.80735339,11.9,359,89,179
720157.934853401,5197138.80735339,11.9,359,89,179
720558.994853401,5197138.80735339,11.9,359,89,179
720960.054853401,5197138.80735339,11.9,359,89,179
721361.114853401,5197138.80735339,11.8,360,90,180
721762.174853401,5197138.80735339,11.8,360,90,180
722163.234853401,5197138.80735339,11.8,360,90,180
722564.294853401,5197138.80735339,11.9,360,90,180
722965.354853401,5197138.80735339,11.9,360,90,180
723366.414853401,5197138.80735339,11.8,360,90,180
723767.474853401,5197138.80735339,11.8,360,90,180
724168.534853401,5197138.80735339,11.8,360,90,180
724569.594853401,5197138.80735339,11.8,360,90,180
724970.654853401,5197138.80735339,11.7,360,90,180
725371.714853401,5197138.80735339,11.7,360,90,180
725772.774853401,5197138.80735339,11.7,360,90,180
726173.834853401,5197138.80735339,11.7,360,90,180
726574.894853401,5197138.80735339,11.7,359,89,179
726975.954853401,5197138.80735339,11.6,359,89,179
727377.014853401,5197138.80735339,11.4,359,89,179
727778.074853401,5197138.80735339,11.1,358,88,178
728179.134853401,5197138.80735339,10.8,356,86,176
728580.194853401,5197138.80735339,10.9,357,87,177
728981.254853401,5197138.80735339,11.5,0,90,180
729382.314853401,5197138.80735339,12.1,4,94,184
729783.374853401,5197138.80735339,12.1,5,95,185
730184.434853401,5197138.80735339,11.6,4,94,184
730585.494853401,5197138.80735339,11.1,5,95,185
730986.554853401,5197138.80735339,10.5,8,98,188
731387.614853401,5197138.80735339,10.1,8,98,188
731788.674853401,5197138.80735339,10.7,357,87,177
732189.734853401,5197138.80735339,12.3,348,78,168
732590.794853401,5197138.80735339,11.8,350,80,170
732991.854853401,5197138.80735339,9.8,359,89,179
733392.914853401,5197138.80735339,8.8,3,93,183
733793.974853401,5197138.80735339,8.7,1,91,181
734195.034853401,5197138.80735339,8.5,358,88,178
734596.094853401,5197138.80735339,8.2,356,86,176
734997.154853401,5197138.80735339,8.2,356,86,176
735398.214853401,5197138.80735339,8.1,353,83,173
735799.274853401,5197138.80735339,8.2,354,84,174
736200.334853401,5197138.80735339,8.8,3,93,183
736601.394853401,5197138.80735339,10.5,17,107,197
714944.154853401,5197539.86735339,11.8,13,103,193
715345.214853401,5197539.86735339,11.3,5,95,185
715746.274853401,5197539.86735339,11.1,357,87,177
716147.334853401,5197539.86735339,11.2,359,89,179
716548.394853401,5197539.86735339,11.3,359,89,179
716949.454853401,5197539.86735339,11.4,360,90,180
717350.514853401,5197539.86735339,11.4,360,90,180
717751.574853401,5197539.86735339,11.4,359,89,179
718152.634853401,5197539.86735339,11.5,359,89,179
718553.694853401,5197539.86735339,11.6,359,89,179
718954.754853401,5197539.86735339,11.8,359,89,179
719355.814853401,5197539.86735339,11.9,359,89,179
719756.874853401,5197539.86735339,11.9,359,89,179
720157.934853401,5197539.86735339,11.9,359,89,179
720558.994853401,5197539.86735339,11.9,359,89,179
720960.054853401,5197539.86735339,11.9,359,89,179
721361.114853401,5197539.86735339,11.8,360,90,180
721762.174853401,5197539.86735339,11.8,360,90,180
722163.234853401,5197539.86735339,11.8,0,90,180
722564.294853401,5197539.86735339,11.8,360,90,180
722965.354853401,5197539.86735339,11.8,360,90,180
723366.414853401,5197539.86735339,11.8,360,90,180
723767.474853401,5197539.86735339,11.8,360,90,180
724168.534853401,5197539.86735339,11.8,360,90,180
724569.594853401,5197539.86735339,11.7,359,89,179
724970.654853401,5197539.86735339,11.7,359,89,179
725371.714853401,5197539.86735339,11.6,360,90,180
725772.774853401,5197539.86735339,11.6,360,90,180
726173.834853401,5197539.86735339,11.5,359,89,179
726574.894853401,5197539.86735339,11.5,359,89,179
726975.954853401,5197539.86735339,11.5,359,89,179
727377.014853401,5197539.86735339,11.4,358,88,178
727778.074853401,5197539.86735339,11.2,356,86,176
728179.134853401,5197539.86735339,11.2,357,87,177
728580.194853401,5197539.86735339,11.8,360,90,180
728981.254853401,5197539.86735339,12.5,3,93,183
729382.314853401,5197539.86735339,12.8,4,94,184
729783.374853401,5197539.86735339,12.3,2,92,182
730184.434853401,5197539.86735339,11.6,1,91,181
730585.494853401,5197539.86735339,11.1,3,93,183
730986.554853401,5197539.86735339,10.8,5,95,185
731387.614853401,5197539.86735339,10.2,6,96,186
731788.674853401,5197539.86735339,9.9,2,92,182
732189.734853401,5197539.86735339,10.9,350,80,170
732590.794853401,5197539.86735339,12.0,345,75,165
732991.854853401,5197539.86735339,11.2,352,82,172
733392.914853401,5197539.86735339,10.3,0,90,180
733793.974853401,5197539.86735339,10.0,1,91,181
734195.034853401,5197539.86735339,9.9,356,86,176
734596.094853401,5197539.86735339,9.7,355,85,175
734997.154853401,5197539.86735339,9.7,355,85,175
735398.214853401,5197539.86735339,10.1,358,88,178
735799.274853401,5197539.86735339,11.4,360,90,180
736200.334853401,5197539.86735339,11.6,3,93,183
736601.394853401,5197539.86735339,11.8,17,107,197
714944.154853401,5197940.92735339,11.1,9,99,189
715345.214853401,5197940.92735339,10.9,3,93,183
715746.274853401,5197940.92735339,11.1,359,89,179
716147.334853401,5197940.92735339,11.4,360,90,180
716548.394853401,5197940.92735339,11.4,360,90,180
716949.454853401,5197940.92735339,11.5,360,90,180
717350.514853401,5197940.92735339,11.5,360,90,180
717751.574853401,5197940.92735339,11.5,360,90,180
718152.634853401,5197940.92735339,11.5,360,90,180
718553.694853401,5197940.92735339,11.5,360,90,180
718954.754853401,5197940.92735339,11.6,359,89,179
719355.814853401,5197940.92735339,11.7,359,89,179
719756.874853401,5197940.92735339,11.7,359,89,179
720157.934853401,5197940.92735339,11.7,359,89,179
720558.994853401,5197940.92735339,11.8,359,89,179
720960.054853401,5197940.92735339,11.8,359,89,179
721361.114853401,5197940.92735339,11.8,359,89,179
721762.174853401,5197940.92735339,11.8,359,89,179
722163.234853401,5197940.92735339,11.7,360,90,180
722564.294853401,5197940.92735339,11.6,360,90,180
722965.354853401,5197940.92735339,11.7,360,90,180
723366.414853401,5197940.92735339,11.7,360,90,180
723767.474853401,5197940.92735339,11.7,360,90,180
724168.534853401,5197940.92735339,11.6,359,89,179
724569.594853401,5197940.92735339,11.6,359,89,179
724970.654853401,5197940.92735339,11.6,359,89,179
725371.714853401,5197940.92735339,11.5,359,89,179
725772.774853401,5197940.92735339,11.5,359,89,179
726173.834853401,5197940.92735339,11.4,359,89,179
726574.894853401,5197940.92735339,11.4,359,89,179
726975.954853401,5197940.92735339,11.3,358,88,178
727377.014853401,5197940.92735339,11.3,358,88,178
727778.074853401,5197940.92735339,11.8,358,88,178
728179.134853401,5197940.92735339,12.4,359,89,179
728580.194853401,5197940.92735339,12.7,2,92,182
728981.254853401,5197940.92735339,12.5,4,94,184
729382.314853401,5197940.92735339,11.8,3,93,183
729783.374853401,5197940.92735339,11.5,359,89,179
730184.434853401,5197940.92735339,11.3,359,89,179
730585.494853401,5197940.92735339,11.1,2,92,182
730986.554853401,5197940.92735339,10.8,3,93,183
731387.614853401,5197940.92735339,10.4,3,93,183
731788.674853401,5197940.92735339,10.0,1,91,181
732189.734853401,5197940.92735339,10.1,354,84,174
732590.794853401,5197940.92735339,11.2,347,77,167
732991.854853401,5197940.92735339,11.9,351,81,171
733392.914853401,5197940.92735339,11.9,358,88,178
733793.974853401,5197940.92735339,11.7,359,89,179
734195.034853401,5197940.92735339,11.4,356,86,176
734596.094853401,5197940.92735339,11.4,357,87,177
734997.154853401,5197940.92735339,11.4,357,87,177
735398.214853401,5197940.92735339,12.0,4,94,184
735799.274853401,5197940.92735339,12.8,5,95,185
736200.334853401,5197940.92735339,12.4,360,90,180
736601.394853401,5197940.92735339,11.4,14,104,194
714944.154853401,5198341.98735339,11.5,3,93,183
715345.214853401,5198341.98735339,11.4,2,92,182
715746.274853401,5198341.98735339,11.3,0,90,180
716147.334853401,5198341.98735339,11.5,0,90,180
716548.394853401,5198341.98735339,11.6,360,90,180
716949.454853401,5198341.98735339,11.6,360,90,180
717350.514853401,5198341.98735339,11.5,360,90,180
717751.574853401,5198341.98735339,11.6,360,90,180
718152.634853401,5198341.98735339,11.6,360,90,180
718553.694853401,5198341.98735339,11.6,360,90,180
718954.754853401,5198341.98735339,11.6,360,90,180
719355.814853401,5198341.98735339,11.6,359,89,179
719756.874853401,5198341.98735339,11.6,359,89,179
720157.934853401,5198341.98735339,11.6,359,89,179
720558.994853401,5198341.98735339,11.6,359,89,179
720960.054853401,5198341.98735339,11.8,359,89,179
721361.114853401,5198341.98735339,11.8,359,89,179
721762.174853401,5198341.98735339,11.8,359,89,179
722163.234853401,5198341.98735339,11.7,359,89,179
722564.294853401,5198341.98735339,11.6,360,90,180
722965.354853401,5198341.98735339,11.6,360,90,180
723366.414853401,5198341.98735339,11.6,360,90,180
723767.474853401,5198341.98735339,11.6,359,89,179
724168.534853401,5198341.98735339,11.6,359,89,179
724569.594853401,5198341.98735339,11.5,359,89,179
724970.654853401,5198341.98735339,11.5,359,89,179
725371.714853401,5198341.98735339,11.4,359,89,179
725772.774853401,5198341.98735339,11.3,359,89,179
726173.834853401,5198341.98735339,11.2,359,89,179
726574.894853401,5198341.98735339,11.0,358,88,178
726975.954853401,5198341.98735339,11.0,358,88,178
727377.014853401,5198341.98735339,11.2,359,89,179
727778.074853401,5198341.98735339,11.5,0,90,180
728179.134853401,5198341.98735339,11.7,1,91,181
728580.194853401,5198341.98735339,11.4,1,91,181
728981.254853401,5198341.98735339,10.8,1,91,181
729382.314853401,5198341.98735339,10.4,1,91,181
729783.374853401,5198341.98735339,10.4,360,90,180
730184.434853401,5198341.98735339,10.8,360,90,180
730585.494853401,5198341.98735339,11.0,1,91,181
730986.554853401,5198341.98735339,11.0,1,91,181
731387.614853401,5198341.98735339,10.9,1,91,181
731788.674853401,5198341.98735339,10.7,359,89,179
732189.734853401,5198341.98735339,10.4,355,85,175
732590.794853401,5198341.98735339,10.9,352,82,172
732991.854853401,5198341.98735339,11.7,354,84,174
733392.914853401,5198341.98735339,12.2,358,88,178
733793.974853401,5198341.98735339,12.3,358,88,178
734195.034853401,5198341.98735339,12.3,356,86,176
734596.094853401,5198341.98735339,12.1,358,88,178
734997.154853401,5198341.98735339,12.1,358,88,178
735398.214853401,5198341.98735339,11.7,5,95,185
735799.274853401,5198341.98735339,11.8,9,99,189
736200.334853401,5198341.98735339,12.9,2,92,182
736601.394853401,5198341.98735339,13.4,8,98,188
714944.154853401,5198743.04735339,11.8,1,91,181
715345.214853401,5198743.04735339,11.7,1,91,181
715746.274853401,5198743.04735339,11.6,1,91,181
716147.334853401,5198743.04735339,11.6,0,90,180
716548.394853401,5198743.04735339,11.6,0,90,180
716949.454853401,5198743.04735339,11.6,360,90,180
717350.514853401,5198743.04735339,11.6,360,90,180
717751.574853401,5198743.04735339,11.6,360,90,180
718152.634853401,5198743.04735339,11.6,360,90,180
718553.694853401,5198743.04735339,11.6,360,90,180
718954.754853401,5198743.04735339,11.6,360,90,180
719355.814853401,5198743.04735339,11.6,359,89,179
719756.874853401,5198743.04735339,11.6,359,89,179
720157.934853401,5198743.04735339,11.6,359,89,179
720558.994853401,5198743.04735339,11.6,360,90,180
720960.054853401,5198743.04735339,11.7,359,89,179
721361.114853401,5198743.04735339,11.7,359,89,179
721762.174853401,5198743.04735339,11.7,359,89,179
722163.234853401,5198743.04735339,11.8,359,89,179
722564.294853401,5198743.04735339,11.7,359,89,179
722965.354853401,5198743.04735339,11.5,360,90,180
723366.414853401,5198743.04735339,11.5,360,90,180
723767.474853401,5198743.04735339,11.5,359,89,179
724168.534853401,5198743.04735339,11.4,359,89,179
724569.594853401,5198743.04735339,11.4,359,89,179
724970.654853401,5198743.04735339,11.4,359,89,179
725371.714853401,5198743.04735339,11.4,359,89,179
725772.774853401,5198743.04735339,11.3,358,88,178
726173.834853401,5198743.04735339,11.2,358,88,178
726574.894853401,5198743.04735339,11.0,357,87,177
726975.954853401,5198743.04735339,11.1,359,89,179
727377.014853401,5198743.04735339,11.4,1,91,181
727778.074853401,5198743.04735339,11.4,1,91,181
728179.134853401,5198743.04735339,11.0,360,90,180
728580.194853401,5198743.04735339,10.5,359,89,179
728981.254853401,5198743.04735339,10.4,360,90,180
729382.314853401,5198743.04735339,10.6,1,91,181
729783.374853401,5198743.04735339,10.8,1,91,181
730184.434853401,5198743.04735339,11.0,1,91,181
730585.494853401,5198743.04735339,11.1,1,91,181
730986.554853401,5198743.04735339,11.0,1,91,181
731387.614853401,5198743.04735339,11.0,1,91,181
731788.674853401,5198743.04735339,11.0,358,88,178
732189.734853401,5198743.04735339,11.3,356,86,176
732590.794853401,5198743.04735339,11.8,356,86,176
732991.854853401,5198743.04735339,12.0,356,86,176
733392.914853401,5198743.04735339,11.9,357,87,177
733793.974853401,5198743.04735339,12.0,358,88,178
734195.034853401,5198743.04735339,12.5,358,88,178
734596.094853401,5198743.04735339,13.0,358,88,178
734997.154853401,5198743.04735339,13.0,358,88,178
735398.214853401,5198743.04735339,12.7,1,91,181
735799.274853401,5198743.04735339,12.3,8,98,188
736200.334853401,5198743.04735339,12.9,11,101,191
736601.394853401,5198743.04735339,13.5,7,97,187
714944.154853401,5199144.10735339,11.8,0,90,180
715345.214853401,5199144.10735339,11.8,0,90,180
715746.274853401,5199144.10735339,11.8,0,90,180
716147.334853401,5199144.10735339,11.7,0,90,180
716548.394853401,5199144.10735339,11.6,360,90,180
716949.454853401,5199144.10735339,11.6,360,90,180
717350.514853401,5199144.10735339,11.6,360,90,180
