X,Y,speed,dir,AM_dir,QGIS_dir
736200.334853401,5202352.58735339,11.9,3,93,183
736601.394853401,5202352.58735339,11.6,18,108,198
714944.154853401,5202753.64735339,11.8,0,90,180
715345.214853401,5202753.64735339,11.9,359,89,179
715746.274853401,5202753.64735339,12.0,359,89,179
716147.334853401,5202753.64735339,12.1,359,89,179
716548.394853401,5202753.64735339,12.1,359,89,179
716949.454853401,5202753.64735339,12.0,359,89,179
717350.514853401,5202753.64735339,12.0,359,89,179
717751.574853401,5202753.64735339,12.0,359,89,179
718152.634853401,5202753.64735339,11.8,360,90,180
718553.694853401,5202753.64735339,11.7,360,90,180
718954.754853401,5202753.64735339,11.8,359,89,179
719355.814853401,5202753.64735339,11.9,358,88,178
719756.874853401,5202753.64735339,12.0,359,89,179
720157.934853401,5202753.64735339,12.1,359,89,179
720558.994853401,5202753.64735339,12.0,0,90,180
720960.054853401,5202753.64735339,12.0,1,91,181
721361.114853401,5202753.64735339,12.3,0,90,180
721762.174853401,5202753.64735339,12.3,0,90,180
722163.234853401,5202753.64735339,12.9,358,88,178
722564.294853401,5202753.64735339,13.2,357,87,177
722965.354853401,5202753.64735339,13.1,357,87,177
723366.414853401,5202753.64735339,13.0,358,88,178
723767.474853401,5202753.64735339,13.3,359,89,179
724168.534853401,5202753.64735339,13.6,1,91,181
724569.594853401,5202753.64735339,13.4,1,91,181
724970.654853401,5202753.64735339,13.3,1,91,181
725371.714853401,5202753.64735339,13.3,1,91,181
725772.774853401,5202753.64735339,13.3,2,92,182
726173.834853401,5202753.64735339,12.9,2,92,182
726574.894853401,5202753.64735339,12.2,4,94,184
726975.954853401,5202753.64735339,11.9,5,95,185
727377.014853401,5202753.64735339,11.9,3,93,183
727778.074853401,5202753.64735339,11.7,359,89,179
728179.134853401,5202753.64735339,11.1,358,88,178
728580.194853401,5202753.64735339,10.6,357,87,177
728981.254853401,5202753.64735339,10.3,355,85,175
729382.314853401,5202753.64735339,10.4,355,85,175
729783.374853401,5202753.64735339,10.7,359,89,179
730184.434853401,5202753.64735339,10.7,359,89,179
730585.494853401,5202753.64735339,10.4,355,85,175
730986.554853401,5202753.64735339,10.4,359,89,179
731387.614853401,5202753.64735339,11.0,8,98,188
731788.674853401,5202753.64735339,12.1,10,100,190
732189.734853401,5202753.64735339,13.7,6,96,186
732590.794853401,5202753.64735339,15.4,1,91,181
732991.854853401,5202753.64735339,16.2,0,90,180
733392.914853401,5202753.64735339,16.4,2,92,182
733793.974853401,5202753.64735339,16.8,4,94,184
734195.034853401,5202753.64735339,17.7,1,91,181
734596.094853401,5202753.64735339,18.1,357,87,177
734997.154853401,5202753.64735339,18.1,357,87,177
735398.214853401,5202753.64735339,17.7,353,83,173
735799.274853401,5202753.64735339,16.8,351,81,171
736200.334853401,5202753.64735339,14.9,355,85,175
736601.394853401,5202753.64735339,13.0,10,100,190
714944.154853401,5203154.70735339,11.8,360,90,180
715345.214853401,5203154.70735339,11.8,360,90,180
715746.274853401,5203154.70735339,12.0,359,89,179
716147.334853401,5203154.70735339,12.1,359,89,179
716548.394853401,5203154.70735339,12.2,359,89,179
716949.454853401,5203154.70735339,12.1,359,89,179
717350.514853401,5203154.70735339,12.1,359,89,179
717751.574853401,5203154.70735339,12.1,359,89,179
718152.634853401,5203154.70735339,12.0,359,89,179
718553.694853401,5203154.70735339,11.9,359,89,179
718954.754853401,5203154.70735339,11.9,360,90,180
719355.814853401,5203154.70735339,12.2,359,89,179
719756.874853401,5203154.70735339,12.4,359,89,179
720157.934853401,5203154.70735339,12.3,359,89,179
720558.994853401,5203154.70735339,11.9,359,89,179
720960.054853401,5203154.70735339,11.6,1,91,181
721361.114853401,5203154.70735339,11.8,2,92,182
721762.174853401,5203154.70735339,11.8,2,92,182
722163.234853401,5203154.70735339,12.4,1,91,181
722564.294853401,5203154.70735339,13.0,359,89,179
722965.354853401,5203154.70735339,13.5,357,87,177
723366.414853401,5203154.70735339,13.6,359,89,179
723767.474853401,5203154.70735339,13.9,2,92,182
724168.534853401,5203154.70735339,14.3,2,92,182
724569.594853401,5203154.70735339,14.2,360,90,180
724970.654853401,5203154.70735339,13.7,359,89,179
725371.714853401,5203154.70735339,13.2,360,90,180
725772.774853401,5203154.70735339,12.5,359,89,179
726173.834853401,5203154.70735339,11.9,359,89,179
726574.894853401,5203154.70735339,11.5,1,91,181
726975.954853401,5203154.70735339,11.2,4,94,184
727377.014853401,5203154.70735339,10.7,2,92,182
727778.074853401,5203154.70735339,10.4,356,86,176
728179.134853401,5203154.70735339,10.3,355,85,175
728580.194853401,5203154.70735339,10.0,354,84,174
728981.254853401,5203154.70735339,9.7,354,84,174
729382.314853401,5203154.70735339,10.1,358,88,178
729783.374853401,5203154.70735339,10.2,358,88,178
730184.434853401,5203154.70735339,9.3,357,87,177
730585.494853401,5203154.70735339,9.9,0,90,180
730986.554853401,5203154.70735339,11.5,2,92,182
731387.614853401,5203154.70735339,11.3,5,95,185
731788.674853401,5203154.70735339,10.8,14,104,194
732189.734853401,5203154.70735339,11.3,17,107,197
732590.794853401,5203154.70735339,12.8,13,103,193
732991.854853401,5203154.70735339,14.6,8,98,188
733392.914853401,5203154.70735339,15.7,6,96,186
733793.974853401,5203154.70735339,15.5,6,96,186
734195.034853401,5203154.70735339,13.8,4,94,184
734596.094853401,5203154.70735339,12.2,354,84,174
734997.154853401,5203154.70735339,12.2,354,84,174
735398.214853401,5203154.70735339,12.7,345,75,165
735799.274853401,5203154.70735339,14.3,347,77,167
736200.334853401,5203154.70735339,15.5,354,84,174
736601.394853401,5203154.70735339,15.2,2,92,182
714944.154853401,5203555.76735339,11.9,360,90,180
715345.214853401,5203555.76735339,11.9,360,90,180
715746.274853401,5203555.76735339,11.9,0,90,180
716147.334853401,5203555.76735339,12.0,360,90,180
716548.394853401,5203555.76735339,12.1,359,89,179
716949.454853401,5203555.76735339,12.2,359,89,179
717350.514853401,5203555.76735339,12.2,359,89,179
717751.574853401,5203555.76735339,12.2,359,89,179
718152.634853401,5203555.76735339,12.2,359,89,179
718553.694853401,5203555.76735339,12.2,359,89,179
718954.754853401,5203555.76735339,12.0,359,89,179
719355.814853401,5203555.76735339,11.8,360,90,180
719756.874853401,5203555.76735339,11.6,359,89,179
720157.934853401,5203555.76735339,11.6,358,88,178
720558.994853401,5203555.76735339,11.6,358,88,178
720960.054853401,5203555.76735339,11.5,0,90,180
721361.114853401,5203555.76735339,11.5,4,94,184
721762.174853401,5203555.76735339,11.5,4,94,184
722163.234853401,5203555.76735339,11.6,4,94,184
722564.294853401,5203555.76735339,12.0,2,92,182
722965.354853401,5203555.76735339,12.7,360,90,180
723366.414853401,5203555.76735339,13.4,1,91,181
723767.474853401,5203555.76735339,13.4,2,92,182
724168.534853401,5203555.76735339,12.8,2,92,182
724569.594853401,5203555.76735339,12.5,359,89,179
724970.654853401,5203555.76735339,12.4,357,87,177
725371.714853401,5203555.76735339,11.8,356,86,176
725772.774853401,5203555.76735339,11.1,356,86,176
726173.834853401,5203555.76735339,10.9,358,88,178
726574.894853401,5203555.76735339,11.1,1,91,181
726975.954853401,5203555.76735339,11.2,3,93,183
727377.014853401,5203555.76735339,11.3,2,92,182
727778.074853401,5203555.76735339,11.9,359,89,179
728179.134853401,5203555.76735339,12.3,355,85,175
728580.194853401,5203555.76735339,12.0,353,83,173
728981.254853401,5203555.76735339,11.4,354,84,174
729382.314853401,5203555.76735339,10.7,359,89,179
729783.374853401,5203555.76735339,10.6,357,87,177
730184.434853401,5203555.76735339,10.7,356,86,176
730585.494853401,5203555.76735339,10.6,5,95,185
730986.554853401,5203555.76735339,10.7,6,96,186
731387.614853401,5203555.76735339,10.5,1,91,181
731788.674853401,5203555.76735339,9.9,10,100,190
732189.734853401,5203555.76735339,9.3,22,112,202
732590.794853401,5203555.76735339,8.9,26,116,206
732991.854853401,5203555.76735339,8.4,25,115,205
733392.914853401,5203555.76735339,8.1,17,107,197
733793.974853401,5203555.76735339,8.8,7,97,187
734195.034853401,5203555.76735339,9.3,358,88,178
734596.094853401,5203555.76735339,10.1,352,82,172
734997.154853401,5203555.76735339,10.1,352,82,172
735398.214853401,5203555.76735339,11.8,351,81,171
735799.274853401,5203555.76735339,13.9,353,83,173
736200.334853401,5203555.76735339,15.4,0,90,180
736601.394853401,5203555.76735339,14.9,356,86,176
714944.154853401,5203956.82735339,11.8,360,90,180
715345.214853401,5203956.82735339,11.8,360,90,180
715746.274853401,5203956.82735339,11.8,0,90,180
716147.334853401,5203956.82735339,11.8,0,90,180
716548.394853401,5203956.82735339,11.9,360,90,180
716949.454853401,5203956.82735339,12.0,359,89,179
717350.514853401,5203956.82735339,12.2,359,89,179
717751.574853401,5203956.82735339,12.2,359,89,179
718152.634853401,5203956.82735339,12.2,359,89,179
718553.694853401,5203956.82735339,12.2,358,88,178
718954.754853401,5203956.82735339,12.1,358,88,178
719355.814853401,5203956.82735339,11.8,358,88,178
719756.874853401,5203956.82735339,11.3,358,88,178
720157.934853401,5203956.82735339,11.0,358,88,178
720558.994853401,5203956.82735339,11.1,359,89,179
720960.054853401,5203956.82735339,11.5,0,90,180
721361.114853401,5203956.82735339,11.4,3,93,183
721762.174853401,5203956.82735339,11.4,3,93,183
722163.234853401,5203956.82735339,11.1,4,94,184
722564.294853401,5203956.82735339,11.2,4,94,184
722965.354853401,5203956.82735339,11.8,4,94,184
723366.414853401,5203956.82735339,12.3,3,93,183
723767.474853401,5203956.82735339,12.2,1,91,181
724168.534853401,5203956.82735339,11.8,359,89,179
724569.594853401,5203956.82735339,11.4,358,88,178
724970.654853401,5203956.82735339,11.3,355,85,175
725371.714853401,5203956.82735339,11.0,352,82,172
725772.774853401,5203956.82735339,10.5,353,83,173
726173.834853401,5203956.82735339,10.3,359,89,179
726574.894853401,5203956.82735339,10.6,3,93,183
726975.954853401,5203956.82735339,10.9,4,94,184
727377.014853401,5203956.82735339,11.2,4,94,184
727778.074853401,5203956.82735339,11.5,3,93,183
728179.134853401,5203956.82735339,11.9,357,87,177
728580.194853401,5203956.82735339,12.3,352,82,172
728981.254853401,5203956.82735339,12.3,353,83,173
729382.314853401,5203956.82735339,11.9,356,86,176
729783.374853401,5203956.82735339,11.5,357,87,177
730184.434853401,5203956.82735339,11.3,357,87,177
730585.494853401,5203956.82735339,11.0,3,93,183
730986.554853401,5203956.82735339,10.9,6,96,186
731387.614853401,5203956.82735339,11.0,1,91,181
731788.674853401,5203956.82735339,10.3,2,92,182
732189.734853401,5203956.82735339,8.7,15,105,195
732590.794853401,5203956.82735339,7.4,24,114,204
732991.854853401,5203956.82735339,6.0,28,118,208
733392.914853401,5203956.82735339,5.3,28,118,208
733793.974853401,5203956.82735339,5.8,19,109,199
734195.034853401,5203956.82735339,7.9,8,98,188
734596.094853401,5203956.82735339,10.6,2,92,182
734997.154853401,5203956.82735339,10.6,2,92,182
735398.214853401,5203956.82735339,12.5,1,91,181
735799.274853401,5203956.82735339,13.9,1,91,181
736200.334853401,5203956.82735339,14.0,3,93,183
736601.394853401,5203956.82735339,12.8,345,75,165
714944.154853401,5204357.88735339,11.8,359,89,179
715345.214853401,5204357.88735339,11.8,359,89,179
715746.274853401,5204357.88735339,11.6,360,90,180
716147.334853401,5204357.88735339,11.4,0,90,180
716548.394853401,5204357.88735339,11.4,0,90,180
716949.454853401,5204357.88735339,11.5,0,90,180
717350.514853401,5204357.88735339,11.7,360,90,180
717751.574853401,5204357.88735339,11.7,359,89,179
718152.634853401,5204357.88735339,11.7,359,89,179
718553.694853401,5204357.88735339,11.7,358,88,178
718954.754853401,5204357.88735339,11.7,358,88,178
719355.814853401,5204357.88735339,11.7,357,87,177
719756.874853401,5204357.88735339,11.7,356,86,176
720157.934853401,5204357.88735339,11.5,357,87,177
720558.994853401,5204357.88735339,11.0,359,89,179
720960.054853401,5204357.88735339,10.8,1,91,181
721361.114853401,5204357.88735339,10.8,2,92,182
721762.174853401,5204357.88735339,10.8,2,92,182
722163.234853401,5204357.88735339,10.8,3,93,183
722564.294853401,5204357.88735339,10.5,5,95,185
722965.354853401,5204357.88735339,10.3,6,96,186
723366.414853401,5204357.88735339,10.1,5,95,185
723767.474853401,5204357.88735339,10.3,2,92,182
724168.534853401,5204357.88735339,10.8,359,89,179
724569.594853401,5204357.88735339,11.0,356,86,176
724970.654853401,5204357.88735339,10.7,354,84,174
725371.714853401,5204357.88735339,10.7,351,81,171
725772.774853401,5204357.88735339,10.9,353,83,173
726173.834853401,5204357.88735339,10.7,358,88,178
726574.894853401,5204357.88735339,10.6,4,94,184
726975.954853401,5204357.88735339,10.9,6,96,186
727377.014853401,5204357.88735339,11.0,4,94,184
727778.074853401,5204357.88735339,10.8,3,93,183
728179.134853401,5204357.88735339,11.1,359,89,179
728580.194853401,5204357.88735339,12.0,355,85,175
728981.254853401,5204357.88735339,12.6,353,83,173
729382.314853401,5204357.88735339,12.1,353,83,173
729783.374853401,5204357.88735339,11.4,355,85,175
730184.434853401,5204357.88735339,11.3,358,88,178
730585.494853401,5204357.88735339,11.6,2,92,182
730986.554853401,5204357.88735339,11.6,5,95,185
731387.614853401,5204357.88735339,11.5,2,92,182
731788.674853401,5204357.88735339,11.3,357,87,177
732189.734853401,5204357.88735339,9.9,1,91,181
732590.794853401,5204357.88735339,8.1,10,100,190
732991.854853401,5204357.88735339,6.7,14,104,194
733392.914853401,5204357.88735339,5.8,21,111,201
733793.974853401,5204357.88735339,5.8,28,118,208
734195.034853401,5204357.88735339,6.5,29,119,209
734596.094853401,5204357.88735339,7.6,20,110,200
734997.154853401,5204357.88735339,7.6,20,110,200
735398.214853401,5204357.88735339,9.2,12,102,192
735799.274853401,5204357.88735339,10.2,9,99,189
736200.334853401,5204357.88735339,9.6,1,91,181
736601.394853401,5204357.88735339,10.3,334,64,154
714944.154853401,5204758.94735339,11.7,359,89,179
715345.214853401,5204758.94735339,11.6,359,89,179
715746.274853401,5204758.94735339,11.4,358,88,178
716147.334853401,5204758.94735339,11.1,359,89,179
716548.394853401,5204758.94735339,10.9,0,90,180
716949.454853401,5204758.94735339,11.0,1,91,181
717350.514853401,5204758.94735339,11.1,0,90,180
717751.574853401,5204758.94735339,11.2,359,89,179
718152.634853401,5204758.94735339,11.2,358,88,178
718553.694853401,5204758.94735339,11.1,357,87,177
718954.754853401,5204758.94735339,11.1,358,88,178
719355.814853401,5204758.94735339,11.5,359,89,179
719756.874853401,5204758.94735339,12.1,358,88,178
720157.934853401,5204758.94735339,12.7,357,87,177
720558.994853401,5204758.94735339,12.6,357,87,177
720960.054853401,5204758.94735339,11.9,358,88,178
721361.114853401,5204758.94735339,11.3,1,91,181
721762.174853401,5204758.94735339,11.3,1,91,181
722163.234853401,5204758.94735339,11.4,4,94,184
722564.294853401,5204758.94735339,11.5,3,93,183
722965.354853401,5204758.94735339,10.5,2,92,182
723366.414853401,5204758.94735339,9.5,3,93,183
723767.474853401,5204758.94735339,9.3,3,93,183
724168.534853401,5204758.94735339,9.8,2,92,182
724569.594853401,5204758.94735339,10.7,358,88,178
724970.654853401,5204758.94735339,11.4,354,84,174
725371.714853401,5204758.94735339,11.9,354,84,174
725772.774853401,5204758.94735339,12.4,355,85,175
726173.834853401,5204758.94735339,12.2,357,87,177
726574.894853401,5204758.94735339,11.5,2,92,182
726975.954853401,5204758.94735339,11.1,6,96,186
727377.014853401,5204758.94735339,11.1,4,94,184
727778.074853401,5204758.94735339,11.3,2,92,182
728179.134853401,5204758.94735339,11.3,0,90,180
728580.194853401,5204758.94735339,11.6,358,88,178
728981.254853401,5204758.94735339,12.1,354,84,174
729382.314853401,5204758.94735339,12.2,351,81,171
729783.374853401,5204758.94735339,12.1,354,84,174
730184.434853401,5204758.94735339,12.2,359,89,179
730585.494853401,5204758.94735339,12.3,1,91,181
730986.554853401,5204758.94735339,11.9,3,93,183
731387.614853401,5204758.94735339,11.8,3,93,183
731788.674853401,5204758.94735339,11.9,356,86,176
732189.734853401,5204758.94735339,11.3,353,83,173
732590.794853401,5204758.94735339,9.8,358,88,178
732991.854853401,5204758.94735339,8.5,3,93,183
733392.914853401,5204758.94735339,7.9,10,100,190
733793.974853401,5204758.94735339,7.5,17,107,197
734195.034853401,5204758.94735339,6.5,27,117,207
734596.094853401,5204758.94735339,6.2,34,124,214
734997.154853401,5204758.94735339,6.2,34,124,214
735398.214853401,5204758.94735339,6.4,29,119,209
735799.274853401,5204758.94735339,6.4,17,107,197
736200.334853401,5204758.94735339,6.0,2,92,182
736601.394853401,5204758.94735339,8.0,339,69,159
714944.154853401,5205160.00735339,11.8,358,88,178
715345.214853401,5205160.00735339,11.7,358,88,178
715746.274853401,5205160.00735339,11.6,358,88,178
716147.334853401,5205160.00735339,11.5,358,88,178
716548.394853401,5205160.00735339,11.3,360,90,180
716949.454853401,5205160.00735339,11.1,1,91,181
717350.514853401,5205160.00735339,11.1,1,91,181
717751.574853401,5205160.00735339,11.3,0,90,180
718152.634853401,5205160.00735339,11.4,358,88,178
718553.694853401,5205160.00735339,11.4,357,87,177
718954.754853401,5205160.00735339,11.2,358,88,178
719355.814853401,5205160.00735339,11.3,1,91,181
719756.874853401,5205160.00735339,11.8,1,91,181
720157.934853401,5205160.00735339,12.5,360,90,180
720558.994853401,5205160.00735339,13.1,358,88,178
720960.054853401,5205160.00735339,13.4,357,87,177
721361.114853401,5205160.00735339,13.0,359,89,179
721762.174853401,5205160.00735339,13.0,359,89,179
722163.234853401,5205160.00735339,12.5,3,93,183
722564.294853401,5205160.00735339,12.3,2,92,182
722965.354853401,5205160.00735339,12.4,359,89,179
723366.414853401,5205160.00735339,12.0,359,89,179
723767.474853401,5205160.00735339,11.3,1,91,181
724168.534853401,5205160.00735339,10.7,3,93,183
724569.594853401,5205160.00735339,11.1,2,92,182
724970.654853401,5205160.00735339,12.2,360,90,180
725371.714853401,5205160.00735339,13.1,358,88,178
725772.774853401,5205160.00735339,13.3,356,86,176
726173.834853401,5205160.00735339,13.0,355,85,175
726574.894853401,5205160.00735339,12.4,358,88,178
726975.954853401,5205160.00735339,11.3,2,92,182
727377.014853401,5205160.00735339,10.9,6,96,186
727778.074853401,5205160.00735339,11.5,5,95,185
728179.134853401,5205160.00735339,12.2,2,92,182
728580.194853401,5205160.00735339,12.6,360,90,180
728981.254853401,5205160.00735339,13.7,359,89,179
729382.314853401,5205160.00735339,15.1,356,86,176
729783.374853401,5205160.00735339,15.3,355,85,175
730184.434853401,5205160.00735339,14.7,358,88,178
730585.494853401,5205160.00735339,14.0,359,89,179
730986.554853401,5205160.00735339,13.1,359,89,179
731387.614853401,5205160.00735339,12.1,1,91,181
731788.674853401,5205160.00735339,11.7,356,86,176
732189.734853401,5205160.00735339,11.5,349,79,169
732590.794853401,5205160.00735339,10.5,350,80,170
732991.854853401,5205160.00735339,9.7,359,89,179
733392.914853401,5205160.00735339,9.8,6,96,186
733793.974853401,5205160.00735339,9.1,5,95,185
734195.034853401,5205160.00735339,7.8,11,101,191
734596.094853401,5205160.00735339,6.7,24,114,204
734997.154853401,5205160.00735339,6.7,24,114,204
735398.214853401,5205160.00735339,5.4,31,121,211
735799.274853401,5205160.00735339,4.2,26,116,206
736200.334853401,5205160.00735339,4.1,11,101,191
736601.394853401,5205160.00735339,6.2,4,94,184
714944.154853401,5205561.06735339,11.9,357,87,177
715345.214853401,5205561.06735339,11.8,357,87,177
715746.274853401,5205561.06735339,11.7,357,87,177
716147.334853401,5205561.06735339,11.8,357,87,177
716548.394853401,5205561.06735339,11.6,358,88,178
716949.454853401,5205561.06735339,11.4,0,90,180
717350.514853401,5205561.06735339,11.4,1,91,181
717751.574853401,5205561.06735339,11.5,1,91,181
718152.634853401,5205561.06735339,11.7,360,90,180
718553.694853401,5205561.06735339,12.1,358,88,178
718954.754853401,5205561.06735339,12.3,358,88,178
719355.814853401,5205561.06735339,12.0,0,90,180
719756.874853401,5205561.06735339,11.7,3,93,183
720157.934853401,5205561.06735339,11.8,2,92,182
720558.994853401,5205561.06735339,12.2,0,90,180
720960.054853401,5205561.06735339,12.8,358,88,178
721361.114853401,5205561.06735339,13.0,357,87,177
721762.174853401,5205561.06735339,13.0,357,87,177
722163.234853401,5205561.06735339,12.4,359,89,179
722564.294853401,5205561.06735339,11.7,2,92,182
722965.354853401,5205561.06735339,11.9,1,91,181
723366.414853401,5205561.06735339,12.5,358,88,178
723767.474853401,5205561.06735339,12.4,358,88,178
724168.534853401,5205561.06735339,11.6,359,89,179
724569.594853401,5205561.06735339,10.8,3,93,183
724970.654853401,5205561.06735339,10.7,5,95,185
725371.714853401,5205561.06735339,11.5,2,92,182
725772.774853401,5205561.06735339,12.6,358,88,178
726173.834853401,5205561.06735339,13.3,356,86,176
726574.894853401,5205561.06735339,13.3,354,84,174
726975.954853401,5205561.06735339,12.2,355,85,175
727377.014853401,5205561.06735339,10.8,3,93,183
727778.074853401,5205561.06735339,10.9,11,101,191
728179.134853401,5205561.06735339,12.2,8,98,188
728580.194853401,5205561.06735339,13.5,4,94,184
728981.254853401,5205561.06735339,13.7,2,92,182
729382.314853401,5205561.06735339,13.6,359,89,179
729783.374853401,5205561.06735339,14.3,358,88,178
730184.434853401,5205561.06735339,14.6,357,87,177
730585.494853401,5205561.06735339,14.1,354,84,174
730986.554853401,5205561.06735339,12.8,351,81,171
731387.614853401,5205561.06735339,11.3,355,85,175
731788.674853401,5205561.06735339,10.6,357,87,177
732189.734853401,5205561.06735339,11.3,350,80,170
732590.794853401,5205561.06735339,11.6,348,78,168
732991.854853401,5205561.06735339,10.8,358,88,178
733392.914853401,5205561.06735339,10.7,5,95,185
733793.974853401,5205561.06735339,10.7,2,92,182
734195.034853401,5205561.06735339,10.6,3,93,183
734596.094853401,5205561.06735339,9.2,8,98,188
734997.154853401,5205561.06735339,9.2,8,98,188
735398.214853401,5205561.06735339,7.1,9,99,189
735799.274853401,5205561.06735339,5.4,14,104,194
736200.334853401,5205561.06735339,5.1,16,106,196
736601.394853401,5205561.06735339,7.7,30,120,210
714944.154853401,5205962.12735339,11.7,356,86,176
715345.214853401,5205962.12735339,11.6,357,87,177
715746.274853401,5205962.12735339,11.5,357,87,177
716147.334853401,5205962.12735339,11.5,357,87,177
716548.394853401,5205962.12735339,11.5,358,88,178
716949.454853401,5205962.12735339,11.5,360,90,180
717350.514853401,5205962.12735339,11.3,1,91,181
717751.574853401,5205962.12735339,11.3,1,91,181
718152.634853401,5205962.12735339,11.5,1,91,181
718553.694853401,5205962.12735339,11.9,1,91,181
718954.754853401,5205962.12735339,12.5,359,89,179
719355.814853401,5205962.12735339,12.6,358,88,178
719756.874853401,5205962.12735339,12.0,0,90,180
720157.934853401,5205962.12735339,11.4,2,92,182
720558.994853401,5205962.12735339,11.4,2,92,182
720960.054853401,5205962.12735339,11.6,0,90,180
721361.114853401,5205962.12735339,11.8,357,87,177
721762.174853401,5205962.12735339,11.8,357,87,177
722163.234853401,5205962.12735339,11.7,355,85,175
722564.294853401,5205962.12735339,11.2,360,90,180
722965.354853401,5205962.12735339,10.9,3,93,183
723366.414853401,5205962.12735339,11.0,0,90,180
723767.474853401,5205962.12735339,11.3,356,86,176
724168.534853401,5205962.12735339,11.3,356,86,176
724569.594853401,5205962.12735339,10.6,359,89,179
724970.654853401,5205962.12735339,9.9,5,95,185
725371.714853401,5205962.12735339,9.9,7,97,187
725772.774853401,5205962.12735339,10.6,5,95,185
726173.834853401,5205962.12735339,11.4,357,87,177
726574.894853401,5205962.12735339,11.7,351,81,171
726975.954853401,5205962.12735339,12.0,352,82,172
727377.014853401,5205962.12735339,11.8,359,89,179
727778.074853401,5205962.12735339,11.2,10,100,190
728179.134853401,5205962.12735339,11.3,15,105,195
728580.194853401,5205962.12735339,11.3,10,100,190
728981.254853401,5205962.12735339,11.1,1,91,181
729382.314853401,5205962.12735339,11.3,359,89,179
729783.374853401,5205962.12735339,11.8,1,91,181
730184.434853401,5205962.12735339,12.1,355,85,175
730585.494853401,5205962.12735339,11.6,345,75,165
730986.554853401,5205962.12735339,10.5,342,72,162
731387.614853401,5205962.12735339,9.7,349,79,169
731788.674853401,5205962.12735339,9.9,358,88,178
732189.734853401,5205962.12735339,11.5,359,89,179
732590.794853401,5205962.12735339,13.1,354,84,174
732991.854853401,5205962.12735339,13.1,356,86,176
733392.914853401,5205962.12735339,11.9,1,91,181
733793.974853401,5205962.12735339,11.8,5,95,185
734195.034853401,5205962.12735339,12.3,3,93,183
734596.094853401,5205962.12735339,12.0,357,87,177
734997.154853401,5205962.12735339,12.0,357,87,177
735398.214853401,5205962.12735339,10.5,355,85,175
735799.274853401,5205962.12735339,9.2,3,93,183
736200.334853401,5205962.12735339,10.0,14,104,194
736601.394853401,5205962.12735339,12.2,28,118,208
714944.154853401,5206363.18735339,11.7,355,85,175
715345.214853401,5206363.18735339,11.6,355,85,175
715746.274853401,5206363.18735339,11.3,357,87,177
716147.334853401,5206363.18735339,11.2,358,88,178
716548.394853401,5206363.18735339,11.3,358,88,178
716949.454853401,5206363.18735339,11.2,358,88,178
717350.514853401,5206363.18735339,10.9,0,90,180
717751.574853401,5206363.18735339,11.0,2,92,182
718152.634853401,5206363.18735339,11.2,3,93,183
718553.694853401,5206363.18735339,11.5,3,93,183
718954.754853401,5206363.18735339,11.7,1,91,181
719355.814853401,5206363.18735339,12.1,359,89,179
719756.874853401,5206363.18735339,12.5,358,88,178
720157.934853401,5206363.18735339,12.1,359,89,179
720558.994853401,5206363.18735339,11.4,1,91,181
720960.054853401,5206363.18735339,10.9,0,90,180
721361.114853401,5206363.18735339,10.9,357,87,177
721762.174853401,5206363.18735339,10.9,357,87,177
722163.234853401,5206363.18735339,11.1,355,85,175
722564.294853401,5206363.18735339,10.9,357,87,177
722965.354853401,5206363.18735339,10.6,2,92,182
723366.414853401,5206363.18735339,10.8,2,92,182
723767.474853401,5206363.18735339,11.4,358,88,178
724168.534853401,5206363.18735339,11.7,355,85,175
724569.594853401,5206363.18735339,11.4,356,86,176
724970.654853401,5206363.18735339,10.8,0,90,180
725371.714853401,5206363.18735339,9.9,6,96,186
725772.774853401,5206363.18735339,9.3,8,98,188
726173.834853401,5206363.18735339,9.6,359,89,179
726574.894853401,5206363.18735339,10.5,353,83,173
726975.954853401,5206363.18735339,11.4,356,86,176
727377.014853401,5206363.18735339,12.1,358,88,178
727778.074853401,5206363.18735339,11.3,3,93,183
728179.134853401,5206363.18735339,10.2,15,105,195
728580.194853401,5206363.18735339,10.4,16,106,196
728981.254853401,5206363.18735339,11.6,7,97,187
729382.314853401,5206363.18735339,12.6,2,92,182
729783.374853401,5206363.18735339,12.3,359,89,179
730184.434853401,5206363.18735339,11.4,350,80,170
730585.494853401,5206363.18735339,11.1,339,69,159
730986.554853401,5206363.18735339,10.2,339,69,159
731387.614853401,5206363.18735339,9.5,349,79,169
731788.674853401,5206363.18735339,9.8,1,91,181
732189.734853401,5206363.18735339,10.0,6,96,186
732590.794853401,5206363.18735339,10.8,2,92,182
732991.854853401,5206363.18735339,12.3,356,86,176
733392.914853401,5206363.18735339,12.6,358,88,178
733793.974853401,5206363.18735339,12.1,6,96,186
734195.034853401,5206363.18735339,11.3,2,92,182
734596.094853401,5206363.18735339,10.9,352,82,172
734997.154853401,5206363.18735339,10.9,352,82,172
735398.214853401,5206363.18735339,11.3,354,84,174
735799.274853401,5206363.18735339,12.3,6,96,186
736200.334853401,5206363.18735339,13.3,12,102,192
736601.394853401,5206363.18735339,13.6,22,112,202
714944.154853401,5206764.24735339,11.7,352,82,172
715345.214853401,5206764.24735339,11.5,354,84,174
715746.274853401,5206764.24735339,11.3,356,86,176
716147.334853401,5206764.24735339,11.0,357,87,177
716548.394853401,5206764.24735339,10.8,358,88,178
716949.454853401,5206764.24735339,10.7,357,87,177
717350.514853401,5206764.24735339,10.7,360,90,180
